"","Domain","EIN","Name","TwitterHandle"
"1591","cscpasadena.org","954201985","CANCER SUPPORT COMMUNITY PASADENA","csc_pasadena"
"1592","cseari.org","222914654","CENTER FOR SOUTHEAST ASIANS","KimberlyRoseMSW"
"1593","csfil.org","363650550","COMMUNITY SERVICES FOUNDATION","smaxmyax"
"1594","csfineartscenter.org","840406947","Colorado Springs Fine Arts Center","FineArtsCenter"
"1595","csfomaha.org","470822724","CHILDREN'S SCHOLARSHIP FUND OF OMAHA","CSFOmaha"
"1596","csis.org","521501082","CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES","taliadubovi"
"1597","csm.org","330298916","The Center for Student Missions","_CSM_"
"1598","csmpublishing.org","742328963","Charles Simpson Ministries Inc","CSMinPublishing"
"1599","csoinc.org","42206041","CLINICAL & SUPPORT OPTIONS INC","CSO_MASS"
"1600","csrm.org","10636494","The Association of Church Sports and","CSRMexec"
"1601","csrox.org","43082352","CHILDREN'S SERVICES OF ROXBURY INC","CSRoxbury"
"1602","css.org","742246808","Colorado Springs School Foundation Inc","CSSKodiaks"
"1603","cssalaska.org","920037322","Catholic Social Services Inc","CSSAlaska"
"1604","cssmv.org","310536645","CATHOLIC SOCIAL SERVICES OF THE MIAMI VALLEY","CSSMV"
"1605","cstem.org","753058574","CSTEM TEACHER AND STUDENT SUPPORT","cstemorg"
"1606","csudh.edu","330518736","Donald P Katherine B Loker University","csudh_lsu"
"1607","csulb.edu","452163910","CSULB 49ER FOUNDATION","csulbalumni"
"1608","csun.edu","956196006","CALIFORNIA STATE UNIVERSITY NORTHRIDGE FOUNDATION","csunorthridge"
"1609","csus.edu","870403268","WESTERN POLITICAL SCIENCE ASSOCIATION","sacstatesmith"
"1610","csus.edu","510140156","UNIVERSITY UNION OPERATION OF","sacstate"
"1611","csw.org","42103964","THE CAMBRIDGE SCHOOL OF WESTON INC","WeAreCSW"
"1612","ct.wish.org","222710919","MAKE-A-WISH FOUNDATION OF CONNECTICUT INC","MakeAWishCT"
"1613","ctcchicago.org","364084309","Career Transitions Center of Chicago","CTCChicago"
"1614","ctchallenge.org","202777748","CONNECTICUT CHALLENGE INC","CTChallenge"
"1615","ctenvironment.org","60990195","CONNECTICUT FUND FOR THE ENVIRONMENT","CTEnvironment"
"1616","ctfarmland.org","320007171","Connecticut Farmland Trust Inc","CTFarmlandTrust"
"1617","ctff.us","200359353","California Teaching Fellows Foundation","CaTeachFellows"
"1618","ctfillinois.org","364386948","CTF ILLINOIS","ctfillinois"
"1619","ctfoodbank.org","61063025","CONNECTICUT FOOD BANK INC","CTFoodBank_CEO"
"1620","cthumane.org","60667605","CONNECTICUT HUMANE SOCIETY","cthumane"
"1621","ctjfs.org","61130830","JEWISH FAMILY SERVICE OF STAMFORD INC","JFS_CT"
"1622","ctunitedway.org","61084194","UNITED WAY OF CONNECTICUT INC","UnitedWayofCT"
"1623","ctwoodlands.org","60613430","CONNECTICUT FOREST & PARK ASSOC","CTwoodlands"
"1624","cucs.org","460740566","CUCS Housing Development Fund Corporation III","CUCSnyc"
"1625","cucs.org","453258030","Janian Medical Care PC","CUCSnyc"
"1626","cucs.org","203733716","CUCS Initiatives Inc","CUCSnyc"
"1627","cuesta.edu","237225601","CUESTA COLLEGE FOUNDATION","Cuesta_College"
"1628","culpeppergarden.org","541873290","CULPEPPER GARDEN III INCORPORATED","CulpepperGarArl"
"1629","culturaltourismdc.org","522153746","Cultural Tourism DC Inc","DCculture"
"1630","culturalvistas.org","136199596","CULTURAL VISTAS INC","CulturalVistas"
"1631","culturehub.org","264692107","CULTUREHUB INC","culturehubnyc"
"1632","cultureiscool.org","43579969","CULTURAL ORGANIZATION OF LOWELL INC","COOLinLowell"
"1633","cumberlandhabitat.org","222991562","CUMBERLAND COUNTY HABITAT FOR","CumberlandHFH"
"1634","cumberlandheights.org","626050684","CUMBERLAND HEIGHTS FOUNDATION INC","CumberlandHghts"
"1635","cupofcoolwater.org","911761708","CUP OF COOL WATER","cupofcoolwater"
"1636","cur.org","411398118","THE COUNCIL ON UNDERGRADUATE RESEARCH","CURinAction"
"1637","cureblindness.org","30362926","HIMALAYAN CATARACT PROJECT INC","CureBlindness"
"1638","curebreastcancerfoundation.org","261518043","CURE BREAST CANCER FOUNDATION INC","CBCFoundation"
"1639","cureepilepsy.org","364253176","CITIZENS UNITED FOR RESEARCH IN EPILEPSY","cureepilepsy"
"1640","curethekids.org","581966822","PEDIATRIC BRAIN TUMOR FOUNDATION","dooley1134"
"1641","curtis.edu","231585611","Curtis Institute of Music","CurtisInstitute"
"1642","cuw.edu","390833608","CONCORDIA UNIVERSITY INC","CUWisconsin"
"1643","cvca-pa.org","231352623","CARSON VALLEY CHILDREN'S AID","CVCAPA"
"1644","cvcasa.org","541695593","CASA OF CENTRAL VIRGINIA INC","CASACVA"
"1645","cvhabitat.org","421320296","CEDAR VALLEY HABITAT FOR HUMANITY","cvhhinfo"
"1646","cvilleloavesandfishes.org","451498743","LOAVES & FISHES FOOD PANTRY INC","Cville_Loaves"
"1647","cvoeo.org","30216837","CHAMPLAIN VALLEY OFFICE OF ECONOMIC","CVOEO"
"1648","cwcc.us","830186967","CENTRAL WYOMING COUNSELING CENTER","CentralWyoming"
"1649","cwee.org","742202303","COLORADO WOMEN'S EMPLOYMENT & EDUCATION","CWEEorg"
"1650","cwhf.org","61492895","CONNECTICUT WOMENS HALL OF","CTWomen"
"1651","cwitstl.org","431799627","CENTER FOR WOMEN IN TRANSITION","CWITSTL1"
"1652","cwla.org","131641066","CHILD WELFARE LEAGUE OF AMERICA","CWLAofficial"
"1653","cwlc.org","954204490","California Womens Law Center","CWLC_la"
"1654","cwsglobal.org","134080201","CHURCH WORLD SERVICE INC","CWS_global"
"1655","cwu.edu","911980504","CENTRAL WASHINGTON UNIVERSITY ALUMNI ASSOCIATION","CentralAlum"
"1656","cyconcepts.org","262996028","COMMUNITY YOUTH CONCEPTS","CYConcepts"
"1657","cycyouth.org","311204406","Cincinnati Youth Collaborative","CYCYouth"
"1658","cyep.org","800290878","CAPITAL YOUTH EMPOWERMENT PROGRAM","cyeporg"
"1659","cytatlanta.com","820577887","Christian Youth Theater Atlanta","cytatlanta"
"1660","cythouston.org","562604290","Christian Youth Theater Houston","CYTHouston"
"1661","czs.org","362167016","Chicago Zoological Society","ZooJamie"
"1662","d2l.org","571095108","DARKNESS TO LIGHT INC","Darkness2Light"
"1663","dacamera.com","760232578","Da Camera Society of Texas","DaCameraHouston"
"1664","dailyorange.com","160993654","THE DAILY ORANGE CORPORATION","DO_DailyDeals"
"1665","dailysource.org","830374559","DAILY SOURCE LIMITED","DailySource"
"1666","dallas-habitat.org","203382233","DALLAS HABITAT BUILDING HEADQUARTERS INC","DallasHabaitt"
"1667","dallascontemporary.org","751575687","DALLAS CONTEMPORARY","DALcontemporary"
"1668","dallaswomensfdn.org","752048261","DALLAS WOMEN'S FOUNDATION","dallaswomensfdn"
"1669","dallaszoo.com","270777846","DALLAS ZOO MANAGEMENT INC","DallasZoo"
"1670","damonrunyon.org","131933825","CANCER RESEARCH FUND OF THE DAMON","DamonRunyon"
"1671","dana-farber.org","371613621","FRIENDS OF DANA-FARBER CANCER INSTITUTE INC","frantzmberthaud"
"1672","dana-farber.org","42263040","Dana-Farber Cancer Institute Inc","DanaFarber"
"1673","dancehouston.org","201473943","DANCE HOUSTON","dancehouston"
"1674","dancewave.org","112726558","Dancewave Inc","Dancewave"
"1675","daneferals.org","510534813","DANE COUNTY FRIENDS OF FERALS INC","dcfof"
"1676","danielkids.org","592953807","DANIEL FOUNDATION INC","danielkids"
"1677","dannydid.org","271642251","DANNY DID FOUNDATION","DannyDidOrg"
"1678","dannys-place.org","770600310","DANIEL JAMES MCCARTHY MEMORIAL FUND","dannysplaceys"
"1679","dar.org","237154626","DAUGHTERS OF THE AMERICAN REVOLUTION","TodaysDAR"
"1680","darrowschool.org","141412457","DARROW SCHOOL","DarrowSchool"
"1681","dartmouth-hitchcock.org","20222140","Mary Hitchcock Memorial Hospital","DartmouthHitch"
"1682","dartmouth-hitchcock.org","222519596","DARTMOUTH-HITCHCOCK CLINIC","DartmouthHitch"
"1683","dartmouth.edu","20222111","Trustees of Dartmouth College","dartmouth"
"1684","datakind.org","464082076","DATAKIND INC","DataKind"
"1685","daviesscountyhistory.net","310918640","DAVIESS COUNTY HISTORICAL SOCIETY","daviess_history"
"1686","daysforgirls.org","453934671","DAYS FOR GIRLS INTERNATIONAL","DaysForGirls"
"1687","daytonfoundation.org","311725978","The Disability Foundation Inc","DaytonFdn"
"1688","daytonfoundation.org","542101090","DAYTON FOUNDATION PLUS INC","DaytonFdn"
"1689","daytonfoundation.org","311044298","DAYTON FOUNDATION DEPOSITORY","DaytonFdn"
"1690","daytonfoundation.org","316027287","THE DAYTON FOUNDATION","DaytonFdn"
"1691","dbhids.org","232766661","COMMUNITY BEHAVIORAL HEALTH","DBHIDS"
"1692","dbqfoundation.org","421197911","COMMUNITY FOUNDATION OF JACKSON COUNTY","DBQFoundation"
"1693","dbsahouston.org","760206826","DEPRESSION AND BIPOLAR SUPPORT ALLIANCE","dbsagh"
"1694","dbss.org","596135395","DAYTONA BEACH SYMPHONY SOCIETY INC","DaytonaSymphony"
"1695","dc-aya.org","421709378","DC ALLIANCE OF YOUTH ADVOCATES","DCAYA"
"1696","dcbarfoundation.org","521109547","THE DISTRICT OF COLUMBIA BAR FOUNDATION","DCBarFoundation"
"1697","dccil.org","521233445","DISTRICT OF COLUMBIA CENTER FOR","TheDCCIL"
"1698","dccollaborative.org","522125047","DC ARTS AND HUMANITIES EDUCATION","DCCollaborative"
"1699","dcds.edu","381359251","DETROIT COUNTRY DAY SCHOOL","DCDSchool"
"1700","dcgoodwill.org","530196588","DAVIS MEMORIAL GOODWILL INDUSTRIES","dcgoodwill"
"1701","dchabitat.org","521589700","HABITAT FOR HUMANITY OF WASHINGTON DC INC","HabitatDC"
"1702","dchweb.org","521712338","DOCTORS COMMUNITY HOSPITAL FOUNDATION INC","dchweb"
"1703","dcplfoundation.org","521481008","DISTRICT OF COLUMBIA","dcpl_literati"
"1704","dcrcc.org","237377193","Rape Crisis Center Inc","DCRapeCrisis"
"1705","dcscholars.org","452544052","DC SCHOLARS PUBLIC CHARTER SCHOOL INC","DCScholars"
"1706","dcsno.org","721332678","DAUGHTERS OF CHARITY SERVICES OF NEW ORLEANS","DCSNOhealthcare"
"1707","dday.org","541504679","NATIONAL D-DAY MEMORIAL FOUNDATION","DDayMemorial"
"1708","ddso.org","237428879","Developmental Disabilities Service","DDSOorg"
"1709","deadcenterfilm.org","201054302","DEADCENTER FILM FESTIVAL INC","deadcenter"
"1710","deaf-reach.org","237218916","Deaf REACH Inc","deaf_reachdc"
"1711","deafhhs.org","820555112","DEAF INC","deafhhs"
"1712","deborahsplace.org","363382973","DEBORAH'S PLACE","DebsPlaceChi"
"1713","debtreductionservices.org","820491267","DEBT REDUCTION SERVICES INC","877OUTDEBT"
"1714","decartsohio.org","311593054","DECORATIVE ARTS CENTER OF OHIO","DiscoverDACO"
"1715","decaturymca.org","370661258","YOUNG MENS CHRISTIAN ASSOCIATION","DecaturYMCA"
"1716","defenseforumfoundation.org","521256457","DEFENSE FORUM FOUNDATION","DefenseForum"
"1717","defyventures.org","273611908","Defy Ventures Inc","DefyVentures"
"1718","dehistory.org","510066731","HISTORICAL SOCIETY OF DELAWARE","thisisdehistory"
"1719","dekalbmedical.org","581966795","DEKALB MEDICAL CENTER INC","DMedFoundation"
"1720","dekalbmedical.org","582034958","DEKALB REGIONAL HEALTH SYSTEM INC","DMedFoundation"
"1721","dekalbmedical.org","582081599","DECATUR HEALTH RESOURCES INC","DMedFoundation"
"1722","delawarechildrensmuseum.org","510305812","DELAWARE CHILDREN'S MUSEUM INC","DEChildrensMuse"
"1723","delawarehighlands.org","232804664","DELAWARE HIGHLANDS CONSERVANCY","DHConservancy"
"1724","dellarte.com","942207895","DELL'ARTE INC","dellarte"
"1725","delmarvacouncil.org","510065733","DEL-MAR-VA COUNCIL INC - BOY SCOUTS OF AMERICA","DMVCBSA"
"1726","deltazeta.org","310940640","DELTA ZETA FOUNDATION","DeltaZetaNatl"
"1727","depaulhearingandspeech.org","250965321","DEPAUL SCHOOL FOR HEARING AND SPEECH","DePaulSchool"
"1728","depc.org","561859313","DOWN EAST PARTNERSHIP FOR CHILDREN","DEPC20"
"1729","deschuteslandtrust.org","931186407","DESCHUTES LAND TRUST","DesLandTrust"
"1730","desertaidsproject.org","330068583","Desert Aids Project Inc","DAPCommunity"
"1731","desertmountains.org","330241242","Friends of the Desert Mountains","cvdesert"
"1732","designsfordignity.org","262696975","DESIGNS FOR DIGNITY","Designs4Dignity"
"1733","designtrust.org","133884881","DESIGN TRUST FOR PUBLIC SPACE INC","designtrustnyc"
"1734","destinationimagination.org","222415554","DESTINATION IMAGINATION INC","IDODI"
"1735","destinyarts.org","943176726","Destiny Arts Center","destinyarts"
"1736","desu.edu","201372435","Delaware State University Foundation Inc","DelStateUniv"
"1737","desu.edu","311755006","Delaware State University Student","DelStateUniv"
"1738","detroitdogrescue.com","275299891","DETROIT DOG RESCUE","CableDude101"
"1739","detroithistorical.org","381381144","DETROIT HISTORICAL SOCIETY","DHSDetroit"
"1740","devereux.org","231390618","The Devereux Foundation","DevereuxCEO"
"1741","dewv.edu","550357021","DAVIS & ELKINS COLLEGE","davisandelkins"
"1742","dhfla.org","510148138","DALLAS HEBREW FREE LOAN ASSOCIATION","DallasHFLA"
"1743","diabetes.org","541734511","American Diabetes Association Research Foundation Inc","AmDiabetesAssn"
"1744","diabeteshandsfoundation.org","262274537","Diabetes Hands Foundation","diabeteshf"
"1745","diakon.org","232463233","DIAKON LUTHERAN SENIOR HOUSING AT HEILMAN","DiakonServes"
"1746","dickersonparkzoo.org","237096596","FRIENDS OF THE ZOO OF SPRINGFIELD MO INC","dpzoo"
"1747","dickinson.edu","231365954","DICKINSON COLLEGE","DickinsonCol"
"1748","didihirsch.org","951816023","Didi Hirsch Psychiatric Service dba Didi","DidiHirsch"
"1749","dignityhealth.org","680220314","Dignity Health Medical Foundation","DignityHealthAZ"
"1750","dignityhealth.org","510432777","St Joseph's Foundation of San Joaquin","AZGenHospital"
"1751","dignityhealth.org","953625651","Glendale Memorial Health Foundation","DignityHealthAZ"
"1752","dignityhealth.org","946612446","Dignity Health Workers' Compensation","DignityHealthAZ"
"1753","dignityhealth.org","941196203","DIGNITY HEALTH","DignityHealth"
"1754","dignityhealth.org","237373088","United States Catholic Conference","DignityHealthAZ"
"1755","dignityhealth.org","770447575","Pacific Central Coast Health Centers","DignityHealthAZ"
"1756","dignityhousing.org","222611146","Committee for Dignity and Fairness for the Homeless Housing Development","DignityHousing"
"1757","diiri.org","50258886","DORCAS INTERNATIONAL INSTITUTE","dii_of_ri"
"1758","dioceseofbrooklyn.org","112021381","DIOCESAN FOOD SERVICES ROMAN CATHOLIC","BrooklynDiocese"
"1759","dioceseofcleveland.org","341754839","DIOCESE OF CLEVELAND FACILITIES SERVICES","DIOCESEofCLE"
"1760","disasterphilanthropy.org","455257937","CENTER FOR DISASTER PHILANTHROPY INC","funds4disaster"
"1761","discoverbcfs.net","455251954","BCFS EDUCATION SERVICES","BCFS_"
"1762","discovere.org","320039097","NATIONAL ENGINEERS WEEK FOUNDATION","DiscoverEorg"
"1763","discoveringdiversity.com","20567674","THE DISCOVERY CENTER INC","TDC_Diversity"
"1764","discoveryarts.org","954700750","DISCOVERY ARTS","DiscoveryArts"
"1765","dismas.org","237376100","DISMAS INC","dismas_sb"
"1766","distinguishedyw.org","237438720","AMERICA'S JUNIOR MISS SCHOLARSHIP FOUNDATION","distinguishedyw"
"1767","diversegreen.org","465220283","Green Diversity Initiative","wjtome"
"1768","divingmuseum.org","651037158","Florida Keys History of Diving Museum Inc","divingmuseum"
"1769","dixon.org","581973160","THE DIXON GALLERY & GARDENS ENDOWMENT FUND","DixonGG"
"1770","dixon.org","620943809","DIXON GALLERY AND GARDENS","DixonGG"
"1771","dktinternational.org","581593137","DKT INTERNATIONAL INC","DKTchangeslives"
"1772","dlgcoffee.org","465272405","DE LA GENTE INC","dlgcoffee"
"1773","dmcs.org","421193639","DES MOINES CHRISTIAN SCHOOL","DMCS_Updates"
"1774","dmfhc.org","461329350","DENVER METRO FAIR HOUSING CENTER","DenFairHousing"
"1775","dmymca.org","420680438","YOUNG MENS CHRISTIAN ASSOCIATION OF","DesMoinesYMCA"
"1776","dnlakeshore.org","383038466","DISABILITY NETWORKLAKESHORE","DNLakeshore"
"1777","doe.org","133607921","READY WILLING AND ABLE INC","TheDoeFund"
"1778","doe.org","133412540","THE DOE FUND INC","TheDoeFund"
"1779","doe.org","133645176","A BETTER PLACE HDFC","TheDoeFund"
"1780","doe.org","133550051","GATES AVENUE HDFC","TheDoeFund"
"1781","dogoodbus.com","300694127","DO GOOD BUS","DoGoodBus"
"1782","dogs4diabetics.com","202250869","Dogs For Diabetics","Dogs4Diabetics"
"1783","dohi.org","911220706","DOOR OF HOPE INTERNATIONAL","DOHI_USA"
"1784","doingmypart.com","453545536","DOING MY PART INC","doingmypart"
"1785","doitforthelove.org","870806633","DO IT FOR THE LOVE","DoIt_ForTheLove"
"1786","doloreshuerta.org","912145992","Dolores C Huerta Foundation","DoloresHuerta"
"1787","domuskids.org","60891998","DOMUS KIDS INC","DomusKids"
"1788","donatelifenc.org","10659217","Donate Life North Carolina","DonateLifeNC"
"1789","dontshake.org","870653452","NATIONAL CENTER ON SHAKEN BABY SYNDROME","NCSBS"
"1790","door.org","136127348","THE DOOR - A CENTER OF ALTERNATIVES INC","Door_NYC"
"1791","dougy.org","930833241","THE DOUGY CENTER INC","thedougycenter"
"1792","doulospartners.org","262009162","DOULOS PARTNERS","DoulosPartners"
"1793","dovema.org","42667808","DOVE INC","DOVEInc"
"1794","downstate.edu","111839302","ALUMNI ASSOCIATION COLLEGE OF MEDIC","DownstateAlumni"
"1795","downstate.edu","111704590","FACULTY STUDENT ASSOCIATION OF","DownstateAlumni"
"1796","downstate.edu","116017810","ALUMNI FUND- ALUMNI ASSOCIATION-","DownstateAlumni"
"1797","downstate.edu","113190652","UNIVERSITY PHYSICIANS OF BROOKLYN INC","DownstateAlumni"
"1798","downsyndromedallas.org","751508091","Down Syndrome Guild of Dallas","dallasdsg"
"1799","downtownalbany.org","141790346","DOWNTOWN ALBANY RESTORATION PROGRAM INC","AlbanyBID"
"1800","downtownbrooklyn.com","133601854","METROTECH AREA DISTRICT MANAGEMENT ASSOC","DowntownBklyn"
"1801","downtownbrooklyn.com","116259160","FULTON MALL IMPROVEMENT ASSOCIATION INC","DowntownBklyn"
"1802","downtowndogrescue.org","461958507","DOWNTOWN DOG RESCUE","DtownDogRescue"
"1803","downtownfrederick.org","521682341","DOWNTOWN FREDERICK PARTNERSHIP INC","DwntwnFrederick"
"1804","downtownindy.org","351877771","Indianapolis Downtown Inc","IndyDT"
"1805","downtownnewark.com","223646316","NEWARK DOWNTOWN DISTRICT MANAGEMENT CORP","DowntownNewark"
"1806","downtownsanleandro.com","463952423","San Leandro Improvement Association","DWTNSanLeandro"
"1807","downtownsm.com","953938944","Downtown Santa Monica Inc","DTSantaMonica"
"1808","downtownyouthboxing.org","275106242","DOWNTOWN BOXING GYM YOUTH PROGRAM","dbgyouthprogram"
"1809","dragonfly.org","273183929","THE DRAGONFLY FOUNDATION","DragonflyCinci"
"1810","drake.edu","420680460","DRAKE UNIVERSITY","TheRayCenter"
"1811","dramaticresults.org","330515302","DRAMATIC RESULTS","dramresultsorg"
"1812","dreamsforkidsdc.org","611716117","Dreams For Kids DC","DreamsforkidsDC"
"1813","dreamwrights.org","232882835","DREAMWRIGHTS YOUTH AND FAMILY THEATRE","dreamwrights"
"1814","dreamyard.com","133759661","THE DREAMYARD PROJECT INC","Dream_Yard"
"1815","dressforsuccess.org","753080114","Dress For Success Washington DC","dressforsuccess"
"1816","dressforsuccess.org","223661183","DRESS FOR SUCCESS MORRIS COUNTY","dressforsuccess"
